No.,VarAddr,VarName,VarValue,Timestamp,KindofData,is_ConnectedWifi
93,M67,S10_HOLDING_CYL_NOT_REV_TR1-X110,0,2024-01-29T10:05:47.121321,Alarm,1
94,M68,S10_HOLDING_CUL_NOT_REV-X111,0,2024-01-29T10:05:47.355020,Alarm,1
95,M69,S10_HOLDING_CYL_NOT_REV_TR3_-X130,0,2024-01-29T10:05:47.571338,Alarm,1
96,operationTimeRaw,operationTimeRaw,00:01:22,2024-01-29T10:05:47.732007,Counting,1
97,M70,S11_HORZ_PICK_&_PLACE_SLIDE_NOT_REV_,0,2024-01-29T10:05:47.820089,Alarm,1
98,M71,S10_HOLDING_CYL_NOT_REV_TR4,0,2024-01-29T10:05:48.051237,Alarm,1
99,M40,S3_HOLDING_CYL_NOT_REV,0,2024-01-29T10:05:48.294619,Alarm,1
100,M43,S6_HOLDING_CYL_NOT_REV,0,2024-01-29T10:05:48.531658,Alarm,1
101,operationTimeRaw,operationTimeRaw,00:01:23,2024-01-29T10:05:48.749143,Counting,1
102,M46,S7_HOLDING_CYL_NOT_REV,0,2024-01-29T10:05:48.758649,Alarm,1
103,M75,S1_LOW_LEVEL_FLG_TR1,0,2024-01-29T10:05:49.001198,Alarm,1
104,M76,S1_LOW_LEVEL_FLG_TR2,0,2024-01-29T10:05:49.257244,Alarm,1
105,M77,S1_LOW_LEVEL_FLG_TR3,0,2024-01-29T10:05:49.501496,Alarm,1
106,M78,S1_LOW_LEVEL_FLG_TR4,0,2024-01-29T10:05:49.701323,Alarm,1
107,operationTimeRaw,operationTimeRaw,00:01:24,2024-01-29T10:05:49.772654,Counting,1
108,M96,S4_LL_FLG_TR1,0,2024-01-29T10:05:49.951397,Alarm,1
109,M97,S4_LL_FLG_TR2,0,2024-01-29T10:05:50.191166,Alarm,1
110,M98,S4_LL_FLG_TR3,0,2024-01-29T10:05:50.401415,Alarm,1
111,M99,S4_LL_FLG_TR4,0,2024-01-29T10:05:50.639621,Alarm,1
112,operationTimeRaw,operationTimeRaw,00:01:25,2024-01-29T10:05:50.785380,Counting,1
113,M106,FRONT_DOOR_OPEN-X140,0,2024-01-29T10:05:50.888209,Alarm,1
114,M107,BACK_DOOR_OPEN-X141,0,2024-01-29T10:05:51.131232,Alarm,1
115,M108,LEFT_DOOR_OPEN-X142,0,2024-01-29T10:05:51.365709,Alarm,1
116,M109,RIGHT_DOOR_OPEN-X143,0,2024-01-29T10:05:51.491356,Alarm,1
117,M111,S12_JOB_NOT_ECEJTED_TR1,0,2024-01-29T10:05:51.639029,Alarm,1
118,operationTimeRaw,operationTimeRaw,00:01:26,2024-01-29T10:05:51.802529,Counting,1
119,M112,S12_JOB_NOT_ECEJTED_TR2,0,2024-01-29T10:05:51.854531,Alarm,1
120,M113,S12_JOB_NOT_ECEJTED_TR3,0,2024-01-29T10:05:52.091592,Alarm,1
121,M114,S12_JOB_NOT_ECEJTED_TR4,0,2024-01-29T10:05:52.235626,Alarm,1
122,M150,S1_LOW_LEVEL_FLG_TR1,0,2024-01-29T10:05:52.384897,Alarm,1
123,M151,S1_LOW_LEVEL_FLG_TR2,0,2024-01-29T10:05:52.616643,Alarm,1
124,operationTimeRaw,operationTimeRaw,00:01:27,2024-01-29T10:05:52.813351,Counting,1
125,M148,S1_LOW_LEVEL_FLG_TR3,0,2024-01-29T10:05:52.856784,Alarm,1
126,M149,S1_LOW_LEVEL_FLG_TR4,0,2024-01-29T10:05:53.071423,Alarm,1
127,M143,S4_LL_FLG_TR1,0,2024-01-29T10:05:53.319056,Alarm,1
128,M144,S4_LL_FLG_TR2,0,2024-01-29T10:05:53.548961,Alarm,1
129,M145,S4_LL_FLG_TR3,0,2024-01-29T10:05:53.784946,Alarm,1
130,operationTimeRaw,operationTimeRaw,00:01:28,2024-01-29T10:05:53.839514,Counting,1
131,M146,S4_LL_FLG_TR4,0,2024-01-29T10:05:54.061438,Alarm,1
132,M80,S1_BOTTOM_CAP_MISSING_TR1,0,2024-01-29T10:05:54.306704,Alarm,1
133,M81,S3_SILICON_PRESENCE_MISSING_TR1,0,2024-01-29T10:05:54.473764,Alarm,1
134,M82,S5_COVER_PRESENCE_MISSING_TR1_,0,2024-01-29T10:05:54.560717,Alarm,1
135,M83,S8_HEIGHT_CHK_MISSING_TR1,0,2024-01-29T10:05:54.625497,Alarm,1
136,M84,S1_BOTTOM_CAP_MISSING_TR2,0,2024-01-29T10:05:54.851424,Alarm,1
137,operationTimeRaw,operationTimeRaw,00:01:29,2024-01-29T10:05:54.867471,Counting,1
138,M85,S3_SILICON_PRESENCE_MISSING_TR2,0,2024-01-29T10:05:55.041713,Alarm,1
139,M86,S5_COVER_PRESENCE_MISSING_TR2,0,2024-01-29T10:05:55.312935,Alarm,1
140,M87,S9_HEIGHT_CHK_MISSING_TR2,0,2024-01-29T10:05:55.571578,Alarm,1
141,M88,S1_BOTTOM_CAP_MISSING_TR3,0,2024-01-29T10:05:55.752605,Alarm,1
142,operationTimeRaw,operationTimeRaw,00:01:30,2024-01-29T10:05:55.903359,Counting,1
143,M89,S3_SILICON_PRESENCE_MISSING_TR3,0,2024-01-29T10:05:55.976859,Alarm,1
144,M90,S5_COVER_PRESENCE_MISSING_TR3,0,2024-01-29T10:05:56.220464,Alarm,1
0,D4116,S8_OFF_SET_TR1,20.95,2024-01-29T10:06:06.399139,Setting,1
1,D936,JOB_MIN,84,2024-01-29T10:06:06.409101,Counting,1
2,3,machineStatus,3,2024-01-29T10:06:06.412661,MachineStatus,1
3,D3050,BOTTOM_CAP_REJ_TR1,4,2024-01-29T10:06:06.419822,Checking,1
4,M32,AIR_PRESSURE_LOW,1,2024-01-29T10:06:06.430340,Alarm,1
5,D4124,S8_MINIMUN_HEIGHT_VALUE_TR1,21.0,2024-01-29T10:06:06.438683,Setting,1
6,M33,INDEX_MOTOR_OVERLOAD,0,2024-01-29T10:06:06.653393,Alarm,1
7,D3012,goodProductRaw,10201,2024-01-29T10:06:06.661904,Counting,1
8,D4128,S8_MAXIMUM_HEIGHT_VALUE_TR1,21.32,2024-01-29T10:06:06.678299,Setting,1
9,D3052,SILICON_PRESENCE_REJ_TR1,9,2024-01-29T10:06:06.685333,Checking,1
10,D3043,EFF,98.7,2024-01-29T10:06:06.751632,Counting,1
11,D3054,COVER_PRESENCE_REJ_TR1,7,2024-01-29T10:06:06.766809,Checking,1
12,D4316,S8_OFF_SET_TR3,21.07,2024-01-29T10:06:06.776321,Setting,1
13,M34,MANUAL_CONTROL_NOT_ON,0,2024-01-29T10:06:06.785891,Alarm,1
14,D3150,ACT_BATCH_CNT,99,2024-01-29T10:06:06.959784,Counting,1
15,D3056,HEIGHT_CHK_REJ_TR1,4,2024-01-29T10:06:06.961795,Checking,1
16,M35,EMERGENCY_STOP_PREESD,0,2024-01-29T10:06:06.981699,Alarm,1
17,D4324,S8_MINIMUM_HEIGHT_VALUE_TR3,21.0,2024-01-29T10:06:06.986447,Setting,1
18,M36,MANCHINE_IN_AUTO_MODE,0,2024-01-29T10:06:07.224650,Alarm,1
19,D3058,LEAK_TEST_CHK_OK_TR1,2,2024-01-29T10:06:07.234740,Checking,1
20,D4328,S8_MAXIMUM_HEIGHT_VALUE_TR3,21.3,2024-01-29T10:06:07.245525,Setting,1
21,D3160,SET_BATCH_QTY,5050,2024-01-29T10:06:07.252092,Counting,1
22,D4216,S9_OFF_SET_TR2,20.75,2024-01-29T10:06:07.489338,Setting,1
23,D3000,TOTAL_CNT_TR1,2585,2024-01-29T10:06:07.493502,Counting,1
24,M37,MANUAL_MODE_SELECTED,0,2024-01-29T10:06:07.506121,Alarm,1
25,D3064,BOTTOM_CAP_REJ_TR2,15,2024-01-29T10:06:07.518310,Checking,1
26,D3066,SILICON_PRESENCE_REJ_TR2,3,2024-01-29T10:06:07.754882,Checking,1
27,M38,BOWL_FEEDER_SWITCH_NOT_ON,0,2024-01-29T10:06:07.761894,Alarm,1
28,D4224,S9_MINIMUM_HEIGHT_VALUE_TR2,20.8,2024-01-29T10:06:07.777670,Setting,1
29,D3002,TOTAL_CNT_TR2,2574,2024-01-29T10:06:07.784461,Counting,1
30,M39,LINEAR_FEEDER_SWITCH_NOT_ON,0,2024-01-29T10:06:08.006708,Alarm,1
31,D3068,COVER_PRESENCE_REJ_TR2,10,2024-01-29T10:06:08.016808,Checking,1
32,D3004,TOTAL_CNT_TR3,2584,2024-01-29T10:06:08.026879,Counting,1
33,D4228,S9_MAXIMUM_HEIGHT_VALUE_TR2,21.4,2024-01-29T10:06:08.034760,Setting,1
34,D4416,S9_OFF_SET_TR4,20.98,2024-01-29T10:06:08.257233,Setting,1
35,D3006,TOTAL_CNT_TR4,2587,2024-01-29T10:06:08.261800,Counting,1
36,M72,CC_LINK_COMMUNICATION_ERROR,0,2024-01-29T10:06:08.278032,Alarm,1
37,D3070,HEIGHT_CHK_REJ_TR2,5,2024-01-29T10:06:08.287256,Checking,1
38,M73,SET_BATCH_QTY_RECHED,0,2024-01-29T10:06:08.521258,Alarm,1
39,D3072,LEAK_TEST_CHK_TR2,1,2024-01-29T10:06:08.531107,Checking,1
40,D4424,S9_HEIGHT_MINIMUM_VALUE_TR4,21.0,2024-01-29T10:06:08.537288,Setting,1
41,D3018,errorProduct,129,2024-01-29T10:06:08.547920,Counting,1
42,D3020,GOOD_CNT_TR1,2563,2024-01-29T10:06:08.774518,Counting,1
43,D4428,S9_MAXIMUM_HEIGHT_VALUE_TR4,21.32,2024-01-29T10:06:08.782031,Setting,1
44,M41,S1_HORZ_PICK_&_PLACE_SLIDE_NOT_REV,0,2024-01-29T10:06:08.794712,Alarm,1
45,D3076,BOTTOM_CAP_REJ_TR3,5,2024-01-29T10:06:08.802013,Checking,1
46,D3022,GOOD_CNT_TR2,2555,2024-01-29T10:06:09.022623,Counting,1
47,M42,S1_SLING_PLATE_VERT_LIFT_CYL_NOT_DN_,0,2024-01-29T10:06:09.032118,Alarm,1
48,D3078,SILICON_PRESENCE_REJ_TR3,3,2024-01-29T10:06:09.043825,Checking,1
49,M44,S2_HORZ_PICK_&_PLACE_CYL_NOT_REV,0,2024-01-29T10:06:09.192060,Alarm,1
50,D3024,GOOD_CNT_TR3,2537,2024-01-29T10:06:09.202039,Counting,1
51,D3080,COVER_PRESENCE_REJ_TR3,19,2024-01-29T10:06:09.215915,Checking,1
52,D3082,HEIGHT_CHK_REJ_TR3,4,2024-01-29T10:06:09.286387,Checking,1
53,D3026,GOOD_CNT_TR4,2546,2024-01-29T10:06:09.296285,Counting,1
54,M45,S2_SING_PLATE_VERT_LIFT_CYL_NOT_DN,0,2024-01-29T10:06:09.303595,Alarm,1
55,D3030,BAD_CNT_TR1,22,2024-01-29T10:06:09.364967,Counting,1
56,M47,S3_SILICON_PRESSING_CYL_NOT_UP_TR1,0,2024-01-29T10:06:09.374866,Alarm,1
57,D3084,LEAK_TEST_CHK_TR3,21,2024-01-29T10:06:09.382371,Checking,1
58,D3032,BAD_CNT_TR2,19,2024-01-29T10:06:09.521850,Counting,1
59,D3088,BOTTOM_CAL_REJ_TR4,2,2024-01-29T10:06:09.531863,Checking,1
60,M48,S3_SILICON_PRESSING_CYL_NOT_UP_TR2,0,2024-01-29T10:06:09.547549,Alarm,1
61,D3090,SILICON_PRESENCE_REJ_TR4,3,2024-01-29T10:06:09.629438,Checking,1
62,M49,S3_SILICON_PRESSING_CYL_NOT_UP_TR3,0,2024-01-29T10:06:09.639899,Alarm,1
63,D3034,BAD_CNT_TR3,47,2024-01-29T10:06:09.647679,Counting,1
64,D3036,BAD_CNT_TR4,41,2024-01-29T10:06:09.761931,Counting,1
65,D3092,COVER_PRESENCE_REJ_TR4,14,2024-01-29T10:06:09.772035,Checking,1
66,M50,S3_SILICON_PRESSING_CYL_NOT_UP_TR4,0,2024-01-29T10:06:09.783080,Alarm,1
67,M52,S4_HORZ_PICK_&_PLACE_SLIDE_NOT_REV,0,2024-01-29T10:06:09.990422,Alarm,1
68,D3094,HEIGHT_CHK_REJ_TR4,23,2024-01-29T10:06:09.996973,Checking,1
69,D3039,productCount,10330,2024-01-29T10:06:10.011048,Counting,1
70,D3150,ACT_BATCH_CNT,99,2024-01-29T10:06:10.193857,Counting,1
71,D3096,LEAK_TEST_CHK_TR4,1,2024-01-29T10:06:10.201874,Checking,1
72,M53,S4_SING_PLATE_VERT_LIFT_CYL_NOT_UP,0,2024-01-29T10:06:10.215576,Alarm,1
73,D3160,SET_BATCH_QTY,5050,2024-01-29T10:06:10.444995,Counting,1
74,M55,S5_VERT_SLIDE_NOT_DN,0,2024-01-29T10:06:10.457077,Alarm,1
75,D4120,S8_TOTAL_HEIGHT_TR1,21.19,2024-01-29T10:06:10.659134,Counting,1
76,M57,S6_SUPPORT_CYL_NOT_DN_TR2,0,2024-01-29T10:06:10.669228,Alarm,1
77,D4320,S8_TOTAL_HEIGHT_TR3,21.17,2024-01-29T10:06:10.897822,Counting,1
78,M58,S6_SUPPORT_CYL_NOT_DN_TR4,0,2024-01-29T10:06:10.918282,Alarm,1
79,M60,S6_WELDING_UNIT_NOT_READY,0,2024-01-29T10:06:11.107639,Alarm,1
80,D4220,S9_TOTAL_HEIGHT_TR2,21.17,2024-01-29T10:06:11.117205,Counting,1
81,M59,S6_WELDING_MC_ALARM,0,2024-01-29T10:06:11.332521,Alarm,1
82,D4420,S9_TOTAL_HEIGHT_TR4,21.2,2024-01-29T10:06:11.342013,Counting,1
83,M62,S7_SUPPORT_CYL_NOT_DN_TR1,0,2024-01-29T10:06:11.573102,Alarm,1
84,M63,S7_SUPPORT_CYL_NOT_DN_TR3,0,2024-01-29T10:06:11.806471,Alarm,1
85,M64,S7_WELDING_MC_ALARM,0,2024-01-29T10:06:12.061920,Alarm,1
86,M65,S7_WELDING_UNIT_NOT_READY,0,2024-01-29T10:06:12.297833,Alarm,1
87,M67,S10_HOLDING_CYL_NOT_REV_TR1-X110,0,2024-01-29T10:06:12.540016,Alarm,1
88,M68,S10_HOLDING_CUL_NOT_REV-X111,0,2024-01-29T10:06:12.800113,Alarm,1
89,M69,S10_HOLDING_CYL_NOT_REV_TR3_-X130,0,2024-01-29T10:06:13.052001,Alarm,1
90,M70,S11_HORZ_PICK_&_PLACE_SLIDE_NOT_REV_,0,2024-01-29T10:06:13.284709,Alarm,1
91,M71,S10_HOLDING_CYL_NOT_REV_TR4,0,2024-01-29T10:06:13.562028,Alarm,1
92,M40,S3_HOLDING_CYL_NOT_REV,0,2024-01-29T10:06:13.819831,Alarm,1
93,M43,S6_HOLDING_CYL_NOT_REV,0,2024-01-29T10:06:14.044834,Alarm,1
94,M46,S7_HOLDING_CYL_NOT_REV,0,2024-01-29T10:06:14.250273,Alarm,1
95,M75,S1_LOW_LEVEL_FLG_TR1,0,2024-01-29T10:06:14.482226,Alarm,1
96,M76,S1_LOW_LEVEL_FLG_TR2,0,2024-01-29T10:06:14.727774,Alarm,1
97,M77,S1_LOW_LEVEL_FLG_TR3,0,2024-01-29T10:06:14.971953,Alarm,1
98,M78,S1_LOW_LEVEL_FLG_TR4,0,2024-01-29T10:06:15.052338,Alarm,1
99,M96,S4_LL_FLG_TR1,0,2024-01-29T10:06:15.242977,Alarm,1
100,M97,S4_LL_FLG_TR2,0,2024-01-29T10:06:15.471961,Alarm,1
101,M98,S4_LL_FLG_TR3,0,2024-01-29T10:06:15.703626,Alarm,1
102,M99,S4_LL_FLG_TR4,0,2024-01-29T10:06:15.864877,Alarm,1
103,M106,FRONT_DOOR_OPEN-X140,0,2024-01-29T10:06:15.952076,Alarm,1
104,M107,BACK_DOOR_OPEN-X141,0,2024-01-29T10:06:16.202102,Alarm,1
0,D4116,S8_OFF_SET_TR1,20.95,2024-01-29T10:08:47.196231,Setting,1
1,D936,JOB_MIN,84,2024-01-29T10:08:47.205393,Counting,1
2,M32,AIR_PRESSURE_LOW,1,2024-01-29T10:08:47.216179,Alarm,1
3,D3050,BOTTOM_CAP_REJ_TR1,4,2024-01-29T10:08:47.226366,Checking,1
4,D4124,S8_MINIMUN_HEIGHT_VALUE_TR1,21.0,2024-01-29T10:08:47.235348,Setting,1
5,D3012,goodProductRaw,10201,2024-01-29T10:08:47.244888,Counting,1
6,M33,INDEX_MOTOR_OVERLOAD,0,2024-01-29T10:08:47.255417,Alarm,1
7,D3052,SILICON_PRESENCE_REJ_TR1,9,2024-01-29T10:08:47.264974,Checking,1
8,D4128,S8_MAXIMUM_HEIGHT_VALUE_TR1,21.32,2024-01-29T10:08:47.276885,Setting,1
9,D3043,EFF,98.7,2024-01-29T10:08:47.284416,Counting,1
10,M34,MANUAL_CONTROL_NOT_ON,0,2024-01-29T10:08:47.299986,Alarm,1
11,D3054,COVER_PRESENCE_REJ_TR1,7,2024-01-29T10:08:47.310818,Checking,1
12,D3150,ACT_BATCH_CNT,99,2024-01-29T10:08:47.317581,Counting,1
13,D4316,S8_OFF_SET_TR3,21.07,2024-01-29T10:08:47.329170,Setting,1
14,M35,EMERGENCY_STOP_PREESD,0,2024-01-29T10:08:47.336517,Alarm,1
15,D3160,SET_BATCH_QTY,5050,2024-01-29T10:08:47.346694,Counting,1
16,D3056,HEIGHT_CHK_REJ_TR1,4,2024-01-29T10:08:47.360814,Checking,1
17,D4324,S8_MINIMUM_HEIGHT_VALUE_TR3,21.0,2024-01-29T10:08:47.366745,Setting,1
18,M36,MANCHINE_IN_AUTO_MODE,0,2024-01-29T10:08:47.378474,Alarm,1
19,D3000,TOTAL_CNT_TR1,2585,2024-01-29T10:08:47.393805,Counting,1
20,D4328,S8_MAXIMUM_HEIGHT_VALUE_TR3,21.3,2024-01-29T10:08:47.400599,Setting,1
21,D3058,LEAK_TEST_CHK_OK_TR1,2,2024-01-29T10:08:47.413530,Checking,1
22,M37,MANUAL_MODE_SELECTED,0,2024-01-29T10:08:47.421333,Alarm,1
23,D3002,TOTAL_CNT_TR2,2574,2024-01-29T10:08:47.433910,Counting,1
24,D4216,S9_OFF_SET_TR2,20.75,2024-01-29T10:08:47.444477,Setting,1
25,D3064,BOTTOM_CAP_REJ_TR2,15,2024-01-29T10:08:47.450314,Checking,1
26,D3004,TOTAL_CNT_TR3,2584,2024-01-29T10:08:47.463729,Counting,1
27,M38,BOWL_FEEDER_SWITCH_NOT_ON,0,2024-01-29T10:08:47.467603,Alarm,1
28,D4224,S9_MINIMUM_HEIGHT_VALUE_TR2,20.8,2024-01-29T10:08:47.483826,Setting,1
29,D3066,SILICON_PRESENCE_REJ_TR2,3,2024-01-29T10:08:47.493595,Checking,1
30,D3006,TOTAL_CNT_TR4,2587,2024-01-29T10:08:47.500428,Counting,1
31,D4228,S9_MAXIMUM_HEIGHT_VALUE_TR2,21.4,2024-01-29T10:08:47.513732,Setting,1
32,M39,LINEAR_FEEDER_SWITCH_NOT_ON,0,2024-01-29T10:08:47.517588,Alarm,1
33,D3018,errorProduct,129,2024-01-29T10:08:47.530301,Counting,1
34,D3068,COVER_PRESENCE_REJ_TR2,10,2024-01-29T10:08:47.544042,Checking,1
35,D4416,S9_OFF_SET_TR4,20.98,2024-01-29T10:08:47.549890,Setting,1
36,M72,CC_LINK_COMMUNICATION_ERROR,0,2024-01-29T10:08:47.566203,Alarm,1
37,D3020,GOOD_CNT_TR1,2563,2024-01-29T10:08:47.577941,Counting,1
38,D4424,S9_HEIGHT_MINIMUM_VALUE_TR4,21.0,2024-01-29T10:08:47.586283,Setting,1
39,D3070,HEIGHT_CHK_REJ_TR2,5,2024-01-29T10:08:47.597357,Checking,1
40,M73,SET_BATCH_QTY_RECHED,0,2024-01-29T10:08:47.607672,Alarm,1
41,D4428,S9_MAXIMUM_HEIGHT_VALUE_TR4,21.32,2024-01-29T10:08:47.616523,Setting,1
42,D3022,GOOD_CNT_TR2,2555,2024-01-29T10:08:47.627434,Counting,1
43,D3072,LEAK_TEST_CHK_TR2,1,2024-01-29T10:08:47.636695,Checking,1
44,M41,S1_HORZ_PICK_&_PLACE_SLIDE_NOT_REV,0,2024-01-29T10:08:47.647670,Alarm,1
45,D3076,BOTTOM_CAP_REJ_TR3,5,2024-01-29T10:08:47.666224,Checking,1
46,D3024,GOOD_CNT_TR3,2537,2024-01-29T10:08:47.677435,Counting,1
47,M42,S1_SLING_PLATE_VERT_LIFT_CYL_NOT_DN_,0,2024-01-29T10:08:47.686267,Alarm,1
48,D3078,SILICON_PRESENCE_REJ_TR3,3,2024-01-29T10:08:47.696346,Checking,1
49,D3026,GOOD_CNT_TR4,2546,2024-01-29T10:08:47.716572,Counting,1
50,M44,S2_HORZ_PICK_&_PLACE_CYL_NOT_REV,0,2024-01-29T10:08:47.727009,Alarm,1
51,D3080,COVER_PRESENCE_REJ_TR3,19,2024-01-29T10:08:47.736248,Checking,1
52,D3030,BAD_CNT_TR1,22,2024-01-29T10:08:47.746392,Counting,1
53,D3082,HEIGHT_CHK_REJ_TR3,4,2024-01-29T10:08:47.766472,Checking,1
54,M45,S2_SING_PLATE_VERT_LIFT_CYL_NOT_DN,0,2024-01-29T10:08:47.777452,Alarm,1
55,D3032,BAD_CNT_TR2,19,2024-01-29T10:08:47.786393,Counting,1
56,D3084,LEAK_TEST_CHK_TR3,21,2024-01-29T10:08:47.800735,Checking,1
57,D3034,BAD_CNT_TR3,47,2024-01-29T10:08:47.816202,Counting,1
58,M47,S3_SILICON_PRESSING_CYL_NOT_UP_TR1,0,2024-01-29T10:08:47.826993,Alarm,1
59,D3088,BOTTOM_CAL_REJ_TR4,2,2024-01-29T10:08:47.836308,Checking,1
60,D3036,BAD_CNT_TR4,41,2024-01-29T10:08:47.846549,Counting,1
61,D3090,SILICON_PRESENCE_REJ_TR4,3,2024-01-29T10:08:47.866615,Checking,1
62,M48,S3_SILICON_PRESSING_CYL_NOT_UP_TR2,0,2024-01-29T10:08:47.876599,Alarm,1
63,D3039,productCount,10330,2024-01-29T10:08:47.883099,Counting,1
64,D3092,COVER_PRESENCE_REJ_TR4,14,2024-01-29T10:08:47.896460,Checking,1
65,M49,S3_SILICON_PRESSING_CYL_NOT_UP_TR3,0,2024-01-29T10:08:47.910903,Alarm,1
66,D3150,ACT_BATCH_CNT,99,2024-01-29T10:08:47.918192,Counting,1
67,D3094,HEIGHT_CHK_REJ_TR4,23,2024-01-29T10:08:47.933540,Checking,1
68,D3160,SET_BATCH_QTY,5050,2024-01-29T10:08:47.949906,Counting,1
69,M50,S3_SILICON_PRESSING_CYL_NOT_UP_TR4,0,2024-01-29T10:08:47.956848,Alarm,1
70,D3096,LEAK_TEST_CHK_TR4,1,2024-01-29T10:08:47.966434,Checking,1
71,D4120,S8_TOTAL_HEIGHT_TR1,21.19,2024-01-29T10:08:47.977414,Counting,1
72,M52,S4_HORZ_PICK_&_PLACE_SLIDE_NOT_REV,0,2024-01-29T10:08:48.010267,Alarm,1
73,D4320,S8_TOTAL_HEIGHT_TR3,21.17,2024-01-29T10:08:48.016600,Counting,1
74,M53,S4_SING_PLATE_VERT_LIFT_CYL_NOT_UP,0,2024-01-29T10:08:48.048587,Alarm,1
75,D4220,S9_TOTAL_HEIGHT_TR2,21.17,2024-01-29T10:08:48.066496,Counting,1
76,M55,S5_VERT_SLIDE_NOT_DN,0,2024-01-29T10:08:48.081924,Alarm,1
77,D4420,S9_TOTAL_HEIGHT_TR4,21.2,2024-01-29T10:08:48.097857,Counting,1
78,M57,S6_SUPPORT_CYL_NOT_DN_TR2,0,2024-01-29T10:08:48.114063,Alarm,1
79,M58,S6_SUPPORT_CYL_NOT_DN_TR4,0,2024-01-29T10:08:48.160439,Alarm,1
80,operationTimeRaw,operationTimeRaw,00:01:31,2024-01-29T10:08:48.177655,Counting,1
81,M60,S6_WELDING_UNIT_NOT_READY,0,2024-01-29T10:08:48.210333,Alarm,1
82,M59,S6_WELDING_MC_ALARM,0,2024-01-29T10:08:48.259298,Alarm,1
83,M62,S7_SUPPORT_CYL_NOT_DN_TR1,0,2024-01-29T10:08:48.308465,Alarm,1
84,M63,S7_SUPPORT_CYL_NOT_DN_TR3,0,2024-01-29T10:08:48.344096,Alarm,1
85,M64,S7_WELDING_MC_ALARM,0,2024-01-29T10:08:48.396263,Alarm,1
86,M65,S7_WELDING_UNIT_NOT_READY,0,2024-01-29T10:08:48.427342,Alarm,1
87,M67,S10_HOLDING_CYL_NOT_REV_TR1-X110,0,2024-01-29T10:08:48.466664,Alarm,1
88,M68,S10_HOLDING_CUL_NOT_REV-X111,0,2024-01-29T10:08:48.511212,Alarm,1
89,M69,S10_HOLDING_CYL_NOT_REV_TR3_-X130,0,2024-01-29T10:08:48.560900,Alarm,1
90,M70,S11_HORZ_PICK_&_PLACE_SLIDE_NOT_REV_,0,2024-01-29T10:08:48.598675,Alarm,1
91,M71,S10_HOLDING_CYL_NOT_REV_TR4,0,2024-01-29T10:08:48.643582,Alarm,1
92,M40,S3_HOLDING_CYL_NOT_REV,0,2024-01-29T10:08:48.682549,Alarm,1
93,M43,S6_HOLDING_CYL_NOT_REV,0,2024-01-29T10:08:48.716507,Alarm,1
94,M46,S7_HOLDING_CYL_NOT_REV,0,2024-01-29T10:08:48.764598,Alarm,1
95,M75,S1_LOW_LEVEL_FLG_TR1,0,2024-01-29T10:08:48.809253,Alarm,1
96,M76,S1_LOW_LEVEL_FLG_TR2,0,2024-01-29T10:08:48.856461,Alarm,1
97,M77,S1_LOW_LEVEL_FLG_TR3,0,2024-01-29T10:08:48.897349,Alarm,1
98,M78,S1_LOW_LEVEL_FLG_TR4,0,2024-01-29T10:08:48.936266,Alarm,1
99,M96,S4_LL_FLG_TR1,0,2024-01-29T10:08:48.978062,Alarm,1
100,M97,S4_LL_FLG_TR2,0,2024-01-29T10:08:49.016664,Alarm,1
101,M98,S4_LL_FLG_TR3,0,2024-01-29T10:08:49.061529,Alarm,1
102,M99,S4_LL_FLG_TR4,0,2024-01-29T10:08:49.116359,Alarm,1
103,M106,FRONT_DOOR_OPEN-X140,0,2024-01-29T10:08:49.156368,Alarm,1
104,operationTimeRaw,operationTimeRaw,00:01:32,2024-01-29T10:08:49.191816,Counting,1
105,M107,BACK_DOOR_OPEN-X141,0,2024-01-29T10:08:49.211762,Alarm,1
106,M108,LEFT_DOOR_OPEN-X142,0,2024-01-29T10:08:49.250341,Alarm,1
107,M109,RIGHT_DOOR_OPEN-X143,0,2024-01-29T10:08:49.294606,Alarm,1
108,M111,S12_JOB_NOT_ECEJTED_TR1,0,2024-01-29T10:08:49.344257,Alarm,1
109,M112,S12_JOB_NOT_ECEJTED_TR2,0,2024-01-29T10:08:49.394832,Alarm,1
110,M113,S12_JOB_NOT_ECEJTED_TR3,0,2024-01-29T10:08:49.434119,Alarm,1
111,M114,S12_JOB_NOT_ECEJTED_TR4,0,2024-01-29T10:08:49.479207,Alarm,1
112,M150,S1_LOW_LEVEL_FLG_TR1,0,2024-01-29T10:08:49.516733,Alarm,1
113,M151,S1_LOW_LEVEL_FLG_TR2,0,2024-01-29T10:08:49.562826,Alarm,1
114,M148,S1_LOW_LEVEL_FLG_TR3,0,2024-01-29T10:08:49.599763,Alarm,1
115,M149,S1_LOW_LEVEL_FLG_TR4,0,2024-01-29T10:08:49.642927,Alarm,1
116,M143,S4_LL_FLG_TR1,0,2024-01-29T10:08:49.696645,Alarm,1
117,M144,S4_LL_FLG_TR2,0,2024-01-29T10:08:49.747491,Alarm,1
118,M145,S4_LL_FLG_TR3,0,2024-01-29T10:08:49.779928,Alarm,1
119,M146,S4_LL_FLG_TR4,0,2024-01-29T10:08:49.829502,Alarm,1
120,M80,S1_BOTTOM_CAP_MISSING_TR1,0,2024-01-29T10:08:49.878156,Alarm,1
121,M81,S3_SILICON_PRESENCE_MISSING_TR1,0,2024-01-29T10:08:49.928311,Alarm,1
