No.,VarAddr,VarName,VarValue,Timestamp,KindofData,is_ConnectedWifi
88,M68,S10_HOLDING_CUL_NOT_REV-X111,0,2024-01-29T10:11:37.830352,Alarm,1
89,M69,S10_HOLDING_CYL_NOT_REV_TR3_-X130,0,2024-01-29T10:11:37.867523,Alarm,1
90,M70,S11_HORZ_PICK_&_PLACE_SLIDE_NOT_REV_,0,2024-01-29T10:11:37.911977,Alarm,1
91,M71,S10_HOLDING_CYL_NOT_REV_TR4,0,2024-01-29T10:11:37.952700,Alarm,1
92,M40,S3_HOLDING_CYL_NOT_REV,0,2024-01-29T10:11:37.996925,Alarm,1
93,M43,S6_HOLDING_CYL_NOT_REV,0,2024-01-29T10:11:38.033737,Alarm,1
94,M46,S7_HOLDING_CYL_NOT_REV,0,2024-01-29T10:11:38.077881,Alarm,1
95,M75,S1_LOW_LEVEL_FLG_TR1,0,2024-01-29T10:11:38.116581,Alarm,1
96,M76,S1_LOW_LEVEL_FLG_TR2,0,2024-01-29T10:11:38.161941,Alarm,1
97,M77,S1_LOW_LEVEL_FLG_TR3,0,2024-01-29T10:11:38.211862,Alarm,1
98,M78,S1_LOW_LEVEL_FLG_TR4,0,2024-01-29T10:11:38.250338,Alarm,1
99,M96,S4_LL_FLG_TR1,0,2024-01-29T10:11:38.281045,Alarm,1
100,M97,S4_LL_FLG_TR2,0,2024-01-29T10:11:38.314083,Alarm,1
101,M98,S4_LL_FLG_TR3,0,2024-01-29T10:11:38.362775,Alarm,1
102,M99,S4_LL_FLG_TR4,0,2024-01-29T10:11:38.412923,Alarm,1
103,M106,FRONT_DOOR_OPEN-X140,0,2024-01-29T10:11:38.451316,Alarm,1
104,M107,BACK_DOOR_OPEN-X141,0,2024-01-29T10:11:38.494684,Alarm,1
105,M108,LEFT_DOOR_OPEN-X142,0,2024-01-29T10:11:38.544712,Alarm,1
106,M109,RIGHT_DOOR_OPEN-X143,0,2024-01-29T10:11:38.595484,Alarm,1
107,operationTimeRaw,operationTimeRaw,00:01:52,2024-01-29T10:11:38.612601,Counting,1
108,M111,S12_JOB_NOT_ECEJTED_TR1,0,2024-01-29T10:11:38.646057,Alarm,1
109,M112,S12_JOB_NOT_ECEJTED_TR2,0,2024-01-29T10:11:38.685315,Alarm,1
110,M113,S12_JOB_NOT_ECEJTED_TR3,0,2024-01-29T10:11:38.730160,Alarm,1
111,M114,S12_JOB_NOT_ECEJTED_TR4,0,2024-01-29T10:11:38.773893,Alarm,1
112,M150,S1_LOW_LEVEL_FLG_TR1,0,2024-01-29T10:11:38.809152,Alarm,1
113,M151,S1_LOW_LEVEL_FLG_TR2,0,2024-01-29T10:11:38.853929,Alarm,1
114,M148,S1_LOW_LEVEL_FLG_TR3,0,2024-01-29T10:11:38.898411,Alarm,1
115,M149,S1_LOW_LEVEL_FLG_TR4,0,2024-01-29T10:11:38.938399,Alarm,1
116,M143,S4_LL_FLG_TR1,0,2024-01-29T10:11:38.983633,Alarm,1
117,M144,S4_LL_FLG_TR2,0,2024-01-29T10:11:39.023208,Alarm,1
118,M145,S4_LL_FLG_TR3,0,2024-01-29T10:11:39.057638,Alarm,1
119,M146,S4_LL_FLG_TR4,0,2024-01-29T10:11:39.102134,Alarm,1
120,M80,S1_BOTTOM_CAP_MISSING_TR1,0,2024-01-29T10:11:39.137299,Alarm,1
121,M81,S3_SILICON_PRESENCE_MISSING_TR1,0,2024-01-29T10:11:39.181711,Alarm,1
122,M82,S5_COVER_PRESENCE_MISSING_TR1_,0,2024-01-29T10:11:39.216652,Alarm,1
123,M83,S8_HEIGHT_CHK_MISSING_TR1,0,2024-01-29T10:11:39.246438,Alarm,1
124,M84,S1_BOTTOM_CAP_MISSING_TR2,0,2024-01-29T10:11:39.277556,Alarm,1
125,M85,S3_SILICON_PRESENCE_MISSING_TR2,0,2024-01-29T10:11:39.317328,Alarm,1
126,M86,S5_COVER_PRESENCE_MISSING_TR2,0,2024-01-29T10:11:39.356623,Alarm,1
127,M87,S9_HEIGHT_CHK_MISSING_TR2,0,2024-01-29T10:11:39.401055,Alarm,1
128,M88,S1_BOTTOM_CAP_MISSING_TR3,0,2024-01-29T10:11:39.431238,Alarm,1
129,M89,S3_SILICON_PRESENCE_MISSING_TR3,0,2024-01-29T10:11:39.481222,Alarm,1
130,M90,S5_COVER_PRESENCE_MISSING_TR3,0,2024-01-29T10:11:39.521306,Alarm,1
131,M91,S8_HEIGHT_CHK_MISSING_TR3,0,2024-01-29T10:11:39.563010,Alarm,1
132,M92,S1_BOTTOM_CAP_MISSING_TR4,0,2024-01-29T10:11:39.601446,Alarm,1
133,operationTimeRaw,operationTimeRaw,00:01:53,2024-01-29T10:11:39.627486,Counting,1
134,M93,S3_SILICON_PRESENCE_MISSING_TR4,0,2024-01-29T10:11:39.645169,Alarm,1
135,M94,S5_COVER_PRESENCE_MISSING_TR4,0,2024-01-29T10:11:39.681431,Alarm,1
136,M95,S9_HEIGHT_CHK_MC_TR4,0,2024-01-29T10:11:39.729053,Alarm,1
137,M131,S7_WELDING_CHK_MISSING_TR1_,0,2024-01-29T10:11:39.793211,Alarm,1
138,M132,S7_WELDING_CHK_MISSING_TR3,0,2024-01-29T10:11:39.851445,Alarm,1
139,M133,S6_WELDING_CHK_MISSING_TR2,0,2024-01-29T10:11:39.881541,Alarm,1
140,M134,S6_WELDING_CHK_MISSING_TR4,0,2024-01-29T10:11:39.927624,Alarm,1
141,M115,S10_LEAK_TEST_MISS_TR1,0,2024-01-29T10:11:39.991250,Alarm,1
142,M51,S10_LEAK_TEST_MISS_TR2,0,2024-01-29T10:11:40.021655,Alarm,1
143,M116,S10_LEAK_TEST_MISS_TR3,0,2024-01-29T10:11:40.062163,Alarm,1
144,M117,S10_LEAK_TEST_MISS_TR4,0,2024-01-29T10:11:40.100671,Alarm,1
145,M125,S1_B-F-1_JAM_,0,2024-01-29T10:11:40.146540,Alarm,1
146,M126,S1_B-F-2_JAM_,0,2024-01-29T10:11:40.196382,Alarm,1
147,M127,S2_B-F_-1_JAM,1,2024-01-29T10:11:40.254086,Alarm,1
148,M128,S4_B-F_-1_JAM_,0,2024-01-29T10:11:40.299247,Alarm,1
149,M129,S4_B-F-2_JAM,0,2024-01-29T10:11:40.338979,Alarm,1
150,operationTimeRaw,operationTimeRaw,00:01:54,2024-01-29T10:11:40.638833,Counting,1
151,operationTimeRaw,operationTimeRaw,00:01:55,2024-01-29T10:11:41.659181,Counting,1
152,operationTimeRaw,operationTimeRaw,00:01:56,2024-01-29T10:11:42.674615,Counting,1
153,operationTimeRaw,operationTimeRaw,00:01:57,2024-01-29T10:11:43.693979,Counting,1
0,M32,AIR_PRESSURE_LOW,1,2024-01-29T10:13:07.687878,Alarm,1
1,D3050,BOTTOM_CAP_REJ_TR1,4,2024-01-29T10:13:07.696893,Checking,1
2,3,machineStatus,3,2024-01-29T10:13:07.701899,MachineStatus,1
3,D4116,S8_OFF_SET_TR1,20.95,2024-01-29T10:13:07.705669,Setting,1
4,D936,JOB_MIN,84,2024-01-29T10:13:07.718613,Counting,1
5,M33,INDEX_MOTOR_OVERLOAD,0,2024-01-29T10:13:07.723920,Alarm,1
6,D3052,SILICON_PRESENCE_REJ_TR1,9,2024-01-29T10:13:07.754302,Checking,1
7,D4124,S8_MINIMUN_HEIGHT_VALUE_TR1,21.0,2024-01-29T10:13:07.767029,Setting,1
8,D3012,goodProductRaw,10201,2024-01-29T10:13:07.823901,Counting,1
9,D4128,S8_MAXIMUM_HEIGHT_VALUE_TR1,21.32,2024-01-29T10:13:07.837071,Setting,1
10,M34,MANUAL_CONTROL_NOT_ON,0,2024-01-29T10:13:07.847151,Alarm,1
11,D3054,COVER_PRESENCE_REJ_TR1,7,2024-01-29T10:13:07.854041,Checking,1
12,M35,EMERGENCY_STOP_PREESD,0,2024-01-29T10:13:07.926992,Alarm,1
13,D3043,EFF,98.7,2024-01-29T10:13:07.936507,Counting,1
14,D4316,S8_OFF_SET_TR3,21.07,2024-01-29T10:13:07.947369,Setting,1
15,D3056,HEIGHT_CHK_REJ_TR1,4,2024-01-29T10:13:07.954186,Checking,1
16,M36,MANCHINE_IN_AUTO_MODE,0,2024-01-29T10:13:07.973711,Alarm,1
17,D3150,ACT_BATCH_CNT,99,2024-01-29T10:13:07.984001,Counting,1
18,D3058,LEAK_TEST_CHK_OK_TR1,2,2024-01-29T10:13:07.996942,Checking,1
19,D3064,BOTTOM_CAP_REJ_TR2,15,2024-01-29T10:13:08.074082,Checking,1
20,M37,MANUAL_MODE_SELECTED,0,2024-01-29T10:13:08.086858,Alarm,1
21,D4324,S8_MINIMUM_HEIGHT_VALUE_TR3,21.0,2024-01-29T10:13:08.097436,Setting,1
22,D3160,SET_BATCH_QTY,5050,2024-01-29T10:13:08.103766,Counting,1
23,M38,BOWL_FEEDER_SWITCH_NOT_ON,0,2024-01-29T10:13:08.186282,Alarm,1
24,D3066,SILICON_PRESENCE_REJ_TR2,3,2024-01-29T10:13:08.196811,Checking,1
25,D3000,TOTAL_CNT_TR1,2585,2024-01-29T10:13:08.206365,Counting,1
26,D4328,S8_MAXIMUM_HEIGHT_VALUE_TR3,21.3,2024-01-29T10:13:08.216893,Setting,1
27,D3068,COVER_PRESENCE_REJ_TR2,10,2024-01-29T10:13:08.296781,Checking,1
28,M39,LINEAR_FEEDER_SWITCH_NOT_ON,0,2024-01-29T10:13:08.306269,Alarm,1
29,D3002,TOTAL_CNT_TR2,2574,2024-01-29T10:13:08.314631,Counting,1
30,D4216,S9_OFF_SET_TR2,20.75,2024-01-29T10:13:08.323911,Setting,1
31,D4224,S9_MINIMUM_HEIGHT_VALUE_TR2,20.8,2024-01-29T10:13:08.406151,Setting,1
32,M72,CC_LINK_COMMUNICATION_ERROR,0,2024-01-29T10:13:08.416870,Alarm,1
33,D3070,HEIGHT_CHK_REJ_TR2,5,2024-01-29T10:13:08.423802,Checking,1
34,D3004,TOTAL_CNT_TR3,2584,2024-01-29T10:13:08.433962,Counting,1
35,M73,SET_BATCH_QTY_RECHED,0,2024-01-29T10:13:08.515746,Alarm,1
36,D4228,S9_MAXIMUM_HEIGHT_VALUE_TR2,21.4,2024-01-29T10:13:08.526278,Setting,1
37,D3006,TOTAL_CNT_TR4,2587,2024-01-29T10:13:08.534178,Counting,1
38,D3072,LEAK_TEST_CHK_TR2,1,2024-01-29T10:13:08.546687,Checking,1
39,operationTimeRaw,operationTimeRaw,00:01:58,2024-01-29T10:13:08.613929,Counting,1
40,D3076,BOTTOM_CAP_REJ_TR3,5,2024-01-29T10:13:08.624054,Checking,1
41,D3018,errorProduct,129,2024-01-29T10:13:08.636058,Counting,1
42,M41,S1_HORZ_PICK_&_PLACE_SLIDE_NOT_REV,0,2024-01-29T10:13:08.645617,Alarm,1
43,D4416,S9_OFF_SET_TR4,20.98,2024-01-29T10:13:08.656173,Setting,1
44,D3078,SILICON_PRESENCE_REJ_TR3,3,2024-01-29T10:13:08.675871,Checking,1
45,M42,S1_SLING_PLATE_VERT_LIFT_CYL_NOT_DN_,0,2024-01-29T10:13:08.745787,Alarm,1
46,D3020,GOOD_CNT_TR1,2563,2024-01-29T10:13:08.756308,Counting,1
47,D3080,COVER_PRESENCE_REJ_TR3,19,2024-01-29T10:13:08.765860,Checking,1
48,D4424,S9_HEIGHT_MINIMUM_VALUE_TR4,21.0,2024-01-29T10:13:08.775884,Setting,1
49,D3082,HEIGHT_CHK_REJ_TR3,4,2024-01-29T10:13:08.823978,Checking,1
50,M44,S2_HORZ_PICK_&_PLACE_CYL_NOT_REV,0,2024-01-29T10:13:08.835958,Alarm,1
51,D4428,S9_MAXIMUM_HEIGHT_VALUE_TR4,21.32,2024-01-29T10:13:08.845976,Setting,1
52,D3022,GOOD_CNT_TR2,2555,2024-01-29T10:13:08.855380,Counting,1
53,D3084,LEAK_TEST_CHK_TR3,21,2024-01-29T10:13:08.893736,Checking,1
54,M45,S2_SING_PLATE_VERT_LIFT_CYL_NOT_DN,0,2024-01-29T10:13:08.903995,Alarm,1
55,D3024,GOOD_CNT_TR3,2537,2024-01-29T10:13:08.914565,Counting,1
56,D3088,BOTTOM_CAL_REJ_TR4,2,2024-01-29T10:13:08.953990,Checking,1
57,M47,S3_SILICON_PRESSING_CYL_NOT_UP_TR1,0,2024-01-29T10:13:08.966368,Alarm,1
58,D3026,GOOD_CNT_TR4,2546,2024-01-29T10:13:08.984657,Counting,1
59,M48,S3_SILICON_PRESSING_CYL_NOT_UP_TR2,0,2024-01-29T10:13:09.023744,Alarm,1
60,D3090,SILICON_PRESENCE_REJ_TR4,3,2024-01-29T10:13:09.034839,Checking,1
61,D3030,BAD_CNT_TR1,22,2024-01-29T10:13:09.043649,Counting,1
62,D3092,COVER_PRESENCE_REJ_TR4,14,2024-01-29T10:13:09.125464,Checking,1
63,M49,S3_SILICON_PRESSING_CYL_NOT_UP_TR3,0,2024-01-29T10:13:09.134992,Alarm,1
64,D3032,BAD_CNT_TR2,19,2024-01-29T10:13:09.145518,Counting,1
65,M50,S3_SILICON_PRESSING_CYL_NOT_UP_TR4,0,2024-01-29T10:13:09.173710,Alarm,1
66,D3094,HEIGHT_CHK_REJ_TR4,23,2024-01-29T10:13:09.185853,Checking,1
67,D3034,BAD_CNT_TR3,47,2024-01-29T10:13:09.235172,Counting,1
68,D3096,LEAK_TEST_CHK_TR4,1,2024-01-29T10:13:09.245701,Checking,1
69,M52,S4_HORZ_PICK_&_PLACE_SLIDE_NOT_REV,0,2024-01-29T10:13:09.256029,Alarm,1
70,D3036,BAD_CNT_TR4,41,2024-01-29T10:13:09.275591,Counting,1
71,M53,S4_SING_PLATE_VERT_LIFT_CYL_NOT_UP,0,2024-01-29T10:13:09.286144,Alarm,1
72,M55,S5_VERT_SLIDE_NOT_DN,0,2024-01-29T10:13:09.366252,Alarm,1
73,D3039,productCount,10330,2024-01-29T10:13:09.375297,Counting,1
74,D3150,ACT_BATCH_CNT,99,2024-01-29T10:13:09.446600,Counting,1
75,M57,S6_SUPPORT_CYL_NOT_DN_TR2,0,2024-01-29T10:13:09.456115,Alarm,1
76,D3160,SET_BATCH_QTY,5050,2024-01-29T10:13:09.495928,Counting,1
77,M58,S6_SUPPORT_CYL_NOT_DN_TR4,0,2024-01-29T10:13:09.516005,Alarm,1
78,D4120,S8_TOTAL_HEIGHT_TR1,21.19,2024-01-29T10:13:09.605679,Counting,1
79,M60,S6_WELDING_UNIT_NOT_READY,0,2024-01-29T10:13:09.615190,Alarm,1
80,operationTimeRaw,operationTimeRaw,00:01:59,2024-01-29T10:13:09.628707,Counting,1
81,M59,S6_WELDING_MC_ALARM,0,2024-01-29T10:13:09.703772,Alarm,1
82,D4320,S8_TOTAL_HEIGHT_TR3,21.17,2024-01-29T10:13:09.715727,Counting,1
83,M62,S7_SUPPORT_CYL_NOT_DN_TR1,0,2024-01-29T10:13:09.804986,Alarm,1
84,D4220,S9_TOTAL_HEIGHT_TR2,21.17,2024-01-29T10:13:09.813983,Counting,1
85,D4420,S9_TOTAL_HEIGHT_TR4,21.2,2024-01-29T10:13:09.874036,Counting,1
86,M63,S7_SUPPORT_CYL_NOT_DN_TR3,0,2024-01-29T10:13:09.884275,Alarm,1
87,M64,S7_WELDING_MC_ALARM,0,2024-01-29T10:13:09.943764,Alarm,1
88,M65,S7_WELDING_UNIT_NOT_READY,0,2024-01-29T10:13:10.043979,Alarm,1
89,M67,S10_HOLDING_CYL_NOT_REV_TR1-X110,0,2024-01-29T10:13:10.142510,Alarm,1
90,M68,S10_HOLDING_CUL_NOT_REV-X111,0,2024-01-29T10:13:10.217962,Alarm,1
91,M69,S10_HOLDING_CYL_NOT_REV_TR3_-X130,0,2024-01-29T10:13:10.288098,Alarm,1
92,M70,S11_HORZ_PICK_&_PLACE_SLIDE_NOT_REV_,0,2024-01-29T10:13:10.404091,Alarm,1
93,M71,S10_HOLDING_CYL_NOT_REV_TR4,0,2024-01-29T10:13:10.466338,Alarm,1
94,M40,S3_HOLDING_CYL_NOT_REV,0,2024-01-29T10:13:10.529610,Alarm,1
95,M43,S6_HOLDING_CYL_NOT_REV,0,2024-01-29T10:13:10.639121,Alarm,1
96,operationTimeRaw,operationTimeRaw,00:02:00,2024-01-29T10:13:10.646363,Counting,1
97,M46,S7_HOLDING_CYL_NOT_REV,0,2024-01-29T10:13:10.753708,Alarm,1
98,M75,S1_LOW_LEVEL_FLG_TR1,0,2024-01-29T10:13:10.847286,Alarm,1
99,M76,S1_LOW_LEVEL_FLG_TR2,0,2024-01-29T10:13:10.948043,Alarm,1
100,M77,S1_LOW_LEVEL_FLG_TR3,0,2024-01-29T10:13:11.017855,Alarm,1
101,M78,S1_LOW_LEVEL_FLG_TR4,0,2024-01-29T10:13:11.065385,Alarm,1
102,M96,S4_LL_FLG_TR1,0,2024-01-29T10:13:11.184009,Alarm,1
103,M97,S4_LL_FLG_TR2,0,2024-01-29T10:13:11.273814,Alarm,1
104,M98,S4_LL_FLG_TR3,0,2024-01-29T10:13:11.367826,Alarm,1
105,M99,S4_LL_FLG_TR4,0,2024-01-29T10:13:11.423806,Alarm,1
106,M106,FRONT_DOOR_OPEN-X140,0,2024-01-29T10:13:11.528260,Alarm,1
107,M107,BACK_DOOR_OPEN-X141,0,2024-01-29T10:13:11.627427,Alarm,1
108,operationTimeRaw,operationTimeRaw,00:02:01,2024-01-29T10:13:11.664934,Counting,1
109,M108,LEFT_DOOR_OPEN-X142,0,2024-01-29T10:13:11.723912,Alarm,1
110,M109,RIGHT_DOOR_OPEN-X143,0,2024-01-29T10:13:11.835904,Alarm,1
111,M111,S12_JOB_NOT_ECEJTED_TR1,0,2024-01-29T10:13:11.946972,Alarm,1
112,M112,S12_JOB_NOT_ECEJTED_TR2,0,2024-01-29T10:13:12.045771,Alarm,1
113,M113,S12_JOB_NOT_ECEJTED_TR3,0,2024-01-29T10:13:12.145869,Alarm,1
114,M114,S12_JOB_NOT_ECEJTED_TR4,0,2024-01-29T10:13:12.245473,Alarm,1
115,M150,S1_LOW_LEVEL_FLG_TR1,0,2024-01-29T10:13:12.345764,Alarm,1
116,M151,S1_LOW_LEVEL_FLG_TR2,0,2024-01-29T10:13:12.445915,Alarm,1
117,M148,S1_LOW_LEVEL_FLG_TR3,0,2024-01-29T10:13:12.544897,Alarm,1
118,M149,S1_LOW_LEVEL_FLG_TR4,0,2024-01-29T10:13:12.645870,Alarm,1
119,operationTimeRaw,operationTimeRaw,00:02:02,2024-01-29T10:13:12.681470,Counting,1
120,M143,S4_LL_FLG_TR1,0,2024-01-29T10:13:12.717413,Alarm,1
121,M144,S4_LL_FLG_TR2,0,2024-01-29T10:13:12.773797,Alarm,1
122,M145,S4_LL_FLG_TR3,0,2024-01-29T10:13:12.885802,Alarm,1
123,M146,S4_LL_FLG_TR4,0,2024-01-29T10:13:12.975562,Alarm,1
124,M80,S1_BOTTOM_CAP_MISSING_TR1,0,2024-01-29T10:13:13.095271,Alarm,1
125,M81,S3_SILICON_PRESENCE_MISSING_TR1,0,2024-01-29T10:13:13.195779,Alarm,1
126,M82,S5_COVER_PRESENCE_MISSING_TR1_,0,2024-01-29T10:13:13.296130,Alarm,1
127,M83,S8_HEIGHT_CHK_MISSING_TR1,0,2024-01-29T10:13:13.386021,Alarm,1
128,M84,S1_BOTTOM_CAP_MISSING_TR2,0,2024-01-29T10:13:13.504143,Alarm,1
129,M85,S3_SILICON_PRESENCE_MISSING_TR2,0,2024-01-29T10:13:13.595898,Alarm,1
130,operationTimeRaw,operationTimeRaw,00:02:03,2024-01-29T10:13:13.698472,Counting,1
131,M86,S5_COVER_PRESENCE_MISSING_TR2,0,2024-01-29T10:13:13.705992,Alarm,1
132,M87,S9_HEIGHT_CHK_MISSING_TR2,0,2024-01-29T10:13:13.814322,Alarm,1
133,M88,S1_BOTTOM_CAP_MISSING_TR3,0,2024-01-29T10:13:13.884528,Alarm,1
134,M89,S3_SILICON_PRESENCE_MISSING_TR3,0,2024-01-29T10:13:13.944015,Alarm,1
135,M90,S5_COVER_PRESENCE_MISSING_TR3,0,2024-01-29T10:13:14.046017,Alarm,1
136,M91,S8_HEIGHT_CHK_MISSING_TR3,0,2024-01-29T10:13:14.145971,Alarm,1
137,M92,S1_BOTTOM_CAP_MISSING_TR4,0,2024-01-29T10:13:14.245828,Alarm,1
138,M93,S3_SILICON_PRESENCE_MISSING_TR4,0,2024-01-29T10:13:14.345780,Alarm,1
139,M94,S5_COVER_PRESENCE_MISSING_TR4,0,2024-01-29T10:13:14.445133,Alarm,1
140,M95,S9_HEIGHT_CHK_MC_TR4,0,2024-01-29T10:13:14.523836,Alarm,1
141,M131,S7_WELDING_CHK_MISSING_TR1_,0,2024-01-29T10:13:14.623841,Alarm,1
142,operationTimeRaw,operationTimeRaw,00:02:04,2024-01-29T10:13:14.715285,Counting,1
143,M132,S7_WELDING_CHK_MISSING_TR3,0,2024-01-29T10:13:14.723813,Alarm,1
144,M133,S6_WELDING_CHK_MISSING_TR2,0,2024-01-29T10:13:14.844109,Alarm,1
145,M134,S6_WELDING_CHK_MISSING_TR4,0,2024-01-29T10:13:14.962620,Alarm,1
146,M115,S10_LEAK_TEST_MISS_TR1,0,2024-01-29T10:13:15.062618,Alarm,1
147,M51,S10_LEAK_TEST_MISS_TR2,0,2024-01-29T10:13:15.182945,Alarm,1
148,M116,S10_LEAK_TEST_MISS_TR3,0,2024-01-29T10:13:15.282975,Alarm,1
149,M117,S10_LEAK_TEST_MISS_TR4,0,2024-01-29T10:13:15.381965,Alarm,1
150,M125,S1_B-F-1_JAM_,0,2024-01-29T10:13:15.481842,Alarm,1
151,M126,S1_B-F-2_JAM_,0,2024-01-29T10:13:15.581052,Alarm,1
152,M127,S2_B-F_-1_JAM,1,2024-01-29T10:13:15.682355,Alarm,1
153,operationTimeRaw,operationTimeRaw,00:02:05,2024-01-29T10:13:15.732774,Counting,1
154,M128,S4_B-F_-1_JAM_,0,2024-01-29T10:13:15.781709,Alarm,1
155,M129,S4_B-F-2_JAM,0,2024-01-29T10:13:15.881827,Alarm,1
156,operationTimeRaw,operationTimeRaw,00:02:06,2024-01-29T10:13:16.751853,Counting,1
157,operationTimeRaw,operationTimeRaw,00:02:07,2024-01-29T10:13:17.775667,Counting,1
158,operationTimeRaw,operationTimeRaw,00:02:08,2024-01-29T10:13:18.789616,Counting,1
159,operationTimeRaw,operationTimeRaw,00:02:09,2024-01-29T10:13:19.814355,Counting,1
160,operationTimeRaw,operationTimeRaw,00:02:10,2024-01-29T10:13:20.828199,Counting,1
161,operationTimeRaw,operationTimeRaw,00:02:12,2024-01-29T10:13:21.856380,Counting,1
162,operationTimeRaw,operationTimeRaw,00:02:13,2024-01-29T10:13:22.876196,Counting,1
163,operationTimeRaw,operationTimeRaw,00:02:14,2024-01-29T10:13:23.899977,Counting,1
164,operationTimeRaw,operationTimeRaw,00:02:15,2024-01-29T10:13:24.911096,Counting,1
165,operationTimeRaw,operationTimeRaw,00:02:16,2024-01-29T10:13:25.922774,Counting,1
166,operationTimeRaw,operationTimeRaw,00:02:17,2024-01-29T10:13:26.948920,Counting,1
167,operationTimeRaw,operationTimeRaw,00:02:18,2024-01-29T10:13:27.965182,Counting,1
168,operationTimeRaw,operationTimeRaw,00:02:19,2024-01-29T10:13:28.987249,Counting,1
169,operationTimeRaw,operationTimeRaw,00:02:20,2024-01-29T10:13:30.002498,Counting,1
170,operationTimeRaw,operationTimeRaw,00:02:21,2024-01-29T10:13:31.017804,Counting,1
171,operationTimeRaw,operationTimeRaw,00:02:22,2024-01-29T10:13:32.035751,Counting,1
172,operationTimeRaw,operationTimeRaw,00:02:23,2024-01-29T10:13:33.047753,Counting,1
173,operationTimeRaw,operationTimeRaw,00:02:24,2024-01-29T10:13:34.062101,Counting,1
174,operationTimeRaw,operationTimeRaw,00:02:25,2024-01-29T10:13:35.081889,Counting,1
175,operationTimeRaw,operationTimeRaw,00:02:26,2024-01-29T10:13:36.103543,Counting,1
176,operationTimeRaw,operationTimeRaw,00:02:27,2024-01-29T10:13:37.125449,Counting,1
177,operationTimeRaw,operationTimeRaw,00:02:28,2024-01-29T10:13:38.143764,Counting,1
178,operationTimeRaw,operationTimeRaw,00:02:29,2024-01-29T10:13:39.163498,Counting,1
179,operationTimeRaw,operationTimeRaw,00:02:30,2024-01-29T10:13:40.195331,Counting,1
180,operationTimeRaw,operationTimeRaw,00:02:31,2024-01-29T10:13:41.219989,Counting,1
181,operationTimeRaw,operationTimeRaw,00:02:32,2024-01-29T10:13:42.240230,Counting,1
182,operationTimeRaw,operationTimeRaw,00:02:33,2024-01-29T10:13:43.263316,Counting,1
183,operationTimeRaw,operationTimeRaw,00:02:34,2024-01-29T10:13:44.287621,Counting,1
184,operationTimeRaw,operationTimeRaw,00:02:35,2024-01-29T10:13:45.305823,Counting,1
185,operationTimeRaw,operationTimeRaw,00:02:36,2024-01-29T10:13:46.326901,Counting,1
186,operationTimeRaw,operationTimeRaw,00:02:37,2024-01-29T10:13:47.342568,Counting,1
187,operationTimeRaw,operationTimeRaw,00:02:38,2024-01-29T10:13:48.359117,Counting,1
188,operationTimeRaw,operationTimeRaw,00:02:39,2024-01-29T10:13:49.376815,Counting,1
189,operationTimeRaw,operationTimeRaw,00:02:40,2024-01-29T10:13:50.393781,Counting,1
190,operationTimeRaw,operationTimeRaw,00:02:41,2024-01-29T10:13:51.415188,Counting,1
191,operationTimeRaw,operationTimeRaw,00:02:42,2024-01-29T10:13:52.441126,Counting,1
192,operationTimeRaw,operationTimeRaw,00:02:43,2024-01-29T10:13:53.462448,Counting,1
193,operationTimeRaw,operationTimeRaw,00:02:44,2024-01-29T10:13:54.485036,Counting,1
194,operationTimeRaw,operationTimeRaw,00:02:45,2024-01-29T10:13:55.511103,Counting,1
195,operationTimeRaw,operationTimeRaw,00:02:46,2024-01-29T10:13:56.523766,Counting,1
196,operationTimeRaw,operationTimeRaw,00:02:47,2024-01-29T10:13:57.540290,Counting,1
197,operationTimeRaw,operationTimeRaw,00:02:48,2024-01-29T10:13:58.551351,Counting,1
198,operationTimeRaw,operationTimeRaw,00:02:49,2024-01-29T10:13:59.569583,Counting,1
199,operationTimeRaw,operationTimeRaw,00:02:50,2024-01-29T10:14:00.585385,Counting,1
200,operationTimeRaw,operationTimeRaw,00:02:51,2024-01-29T10:14:01.596148,Counting,1
201,operationTimeRaw,operationTimeRaw,00:02:52,2024-01-29T10:14:02.608479,Counting,1
202,operationTimeRaw,operationTimeRaw,00:02:53,2024-01-29T10:14:03.623005,Counting,1
203,operationTimeRaw,operationTimeRaw,00:02:54,2024-01-29T10:14:04.640706,Counting,1
204,operationTimeRaw,operationTimeRaw,00:02:55,2024-01-29T10:14:05.661141,Counting,1
205,operationTimeRaw,operationTimeRaw,00:02:56,2024-01-29T10:14:06.679525,Counting,1
206,operationTimeRaw,operationTimeRaw,00:02:57,2024-01-29T10:14:07.701440,Counting,1
207,operationTimeRaw,operationTimeRaw,00:02:58,2024-01-29T10:14:08.727278,Counting,1
208,operationTimeRaw,operationTimeRaw,00:02:59,2024-01-29T10:14:09.747605,Counting,1
209,operationTimeRaw,operationTimeRaw,00:03:00,2024-01-29T10:14:10.767379,Counting,1
210,operationTimeRaw,operationTimeRaw,00:03:01,2024-01-29T10:14:11.783630,Counting,1
211,operationTimeRaw,operationTimeRaw,00:03:02,2024-01-29T10:14:12.799741,Counting,1
212,operationTimeRaw,operationTimeRaw,00:03:03,2024-01-29T10:14:13.822141,Counting,1
213,operationTimeRaw,operationTimeRaw,00:03:05,2024-01-29T10:14:14.842485,Counting,1
214,operationTimeRaw,operationTimeRaw,00:03:06,2024-01-29T10:14:15.853143,Counting,1
215,operationTimeRaw,operationTimeRaw,00:03:07,2024-01-29T10:14:16.874837,Counting,1
